treasury_shares_number,ordinary_shares_number,share_issued,net_debt,total_debt,tangible_book_value,invested_capital,working_capital,net_tangible_assets,common_stock_equity,total_capitalization,total_equity_gross_minority_interest,minority_interest,stockholders_equity,other_equity_interest,gains_losses_not_affecting_retained_earnings,other_equity_adjustments,treasury_stock,retained_earnings,additional_paid_in_capital,capital_stock,common_stock,total_liabilities_net_minority_interest,total_non_current_liabilities_net_minority_interest,other_non_current_liabilities,employee_benefits,non_current_pension_and_other_postretirement_benefit_plans,tradeand_other_payables_non_current,non_current_deferred_liabilities,non_current_deferred_taxes_liabilities,long_term_debt_and_capital_lease_obligation,long_term_debt,current_liabilities,other_current_liabilities,current_debt_and_capital_lease_obligation,current_debt,pensionand_other_post_retirement_benefit_plans_current,payables_and_accrued_expenses,current_accrued_expenses,payables,dividends_payable,total_tax_payable,income_tax_payable,accounts_payable,total_assets,total_non_current_assets,other_non_current_assets,non_current_deferred_assets,non_current_deferred_taxes_assets,investments_and_advances,investmentin_financial_assets,held_to_maturity_securities,available_for_sale_securities,long_term_equity_investment,goodwill_and_other_intangible_assets,other_intangible_assets,goodwill,net_ppe,accumulated_depreciation,gross_ppe,construction_in_progress,other_properties,buildings_and_improvements,land_and_improvements,properties,current_assets,other_current_assets,inventory,inventories_adjustments_allowances,finished_goods,work_in_process,raw_materials,receivables,other_receivables,accounts_receivable,allowance_for_doubtful_accounts_receivable,gross_accounts_receivable,cash_cash_equivalents_and_short_term_investments,other_short_term_investments,cash_and_cash_equivalents,cash_equivalents,cash_financial,date,prepaid_assets
450000.0,950182000.0,950632000.0,14171600000.0,16238600000.0,-629800000.0,26888400000.0,896300000.0,-629800000.0,10649800000.0,25387300000.0,10775400000.0,125600000.0,10649800000.0,-3013200000.0,-3844600000.0,-3844600000.0,50500000.0,10042600000.0,6921400000.0,594100000.0,594100000.0,38714400000.0,21576200000.0,1736700000.0,1305100000.0,1305100000.0,3709600000.0,87300000.0,87300000.0,14737500000.0,14737500000.0,17138200000.0,2370300000.0,1501100000.0,1501100000.0,1059800000.0,12207000000.0,8784100000.0,3422900000.0,1017200000.0,475100000.0,475100000.0,1930600000.0,49489800000.0,31455300000.0,4337000000.0,2792900000.0,2792900000.0,2901800000.0,,,,,11279600000.0,7206600000.0,4073000000.0,10144000000.0,-10233400000.0,20377400000.0,2798600000.0,9406300000.0,7915900000.0,256600000.0,0.0,18034500000.0,2954100000.0,4309700000.0,8900000.0,901200000.0,2597700000.0,801900000.0,8558900000.0,1662900000.0,6896000000.0,-16000000.0,6912000000.0,2211800000.0,144800000.0,2067000000.0,657400000.0,1409600000.0,2022-12-31,
402000.0,949267000.0,949669000.0,15337700000.0,18883600000.0,30200000.0,30074000000.0,4801400000.0,30200000.0,11190400000.0,30070900000.0,11294900000.0,104500000.0,11190400000.0,-3013200000.0,-3777300000.0,-3777300000.0,45000000.0,10639300000.0,6793100000.0,593500000.0,593500000.0,41868100000.0,25858100000.0,1822500000.0,1313000000.0,1313000000.0,3842100000.0,,,18880500000.0,18880500000.0,16010000000.0,2193500000.0,3100000.0,3100000.0,739700000.0,13073700000.0,9529500000.0,3544200000.0,0.0,1528300000.0,1528300000.0,2015900000.0,53163000000.0,32351600000.0,4488100000.0,3406700000.0,3406700000.0,2750400000.0,1400100000.0,214800000.0,1185300000.0,1350300000.0,11160200000.0,7087100000.0,4073100000.0,10546200000.0,-10486000000.0,21032200000.0,,,,,,20811400000.0,3575200000.0,4544800000.0,,,,,9022100000.0,1495900000.0,7526200000.0,-14000000.0,7540200000.0,3669300000.0,123400000.0,3545900000.0,,,2023-03-31,
402000.0,949286000.0,949688000.0,16125500000.0,18820000000.0,81400000.0,29883800000.0,2416600000.0,81400000.0,11063800000.0,29222200000.0,11149300000.0,85500000.0,11063800000.0,-3013200000.0,-3788700000.0,-3788700000.0,45000000.0,10368500000.0,6948600000.0,593600000.0,593600000.0,43664700000.0,24749700000.0,1951800000.0,1308800000.0,1308800000.0,3330700000.0,,,18158400000.0,18158400000.0,18915000000.0,2271600000.0,661600000.0,661600000.0,867700000.0,15114100000.0,10389900000.0,4724200000.0,1016200000.0,1233800000.0,1233800000.0,2474200000.0,54814000000.0,33482400000.0,4671600000.0,3805900000.0,3805900000.0,2745100000.0,1321300000.0,211500000.0,1109800000.0,1423800000.0,10982400000.0,6903500000.0,4078900000.0,11277400000.0,-10631600000.0,21909000000.0,,,,,,21331600000.0,4532400000.0,4798700000.0,,,,,9171400000.0,1655300000.0,7516100000.0,-13800000.0,7529900000.0,2829100000.0,134600000.0,2694500000.0,,,2023-06-30,
402000.0,949303000.0,949705000.0,17787500000.0,20168300000.0,353500000.0,31388700000.0,1008800000.0,353500000.0,11220400000.0,29144000000.0,11307400000.0,87000000.0,11220400000.0,-3013200000.0,-3784900000.0,-3784900000.0,45000000.0,10309900000.0,7160000000.0,593600000.0,593600000.0,46608100000.0,24609900000.0,1906100000.0,1311900000.0,1311900000.0,3468300000.0,,,17923600000.0,17923600000.0,21998200000.0,2585400000.0,2244700000.0,2244700000.0,1233200000.0,15934900000.0,11522300000.0,4412600000.0,0.0,1977500000.0,1977500000.0,2435100000.0,57915500000.0,34908500000.0,4911900000.0,4574800000.0,4574800000.0,2691700000.0,1243100000.0,198600000.0,1044500000.0,1448600000.0,10866900000.0,6781700000.0,4085200000.0,11863200000.0,-10767800000.0,22631000000.0,,,,,,23007000000.0,5247900000.0,4901400000.0,,,,,10363800000.0,2196700000.0,8167100000.0,-13400000.0,8180500000.0,2493900000.0,113100000.0,2380800000.0,,,2023-09-30,
402000.0,949379000.0,949781000.0,22406700000.0,25225300000.0,-1074400000.0,35997200000.0,-1566200000.0,-1074400000.0,10771900000.0,29092700000.0,10863700000.0,91800000.0,10771900000.0,-3013200000.0,-4327000000.0,-4327000000.0,44200000.0,10312300000.0,7250400000.0,593600000.0,593600000.0,53142600000.0,25849400000.0,2240600000.0,1438800000.0,1438800000.0,3849200000.0,,,18320800000.0,18320800000.0,27293200000.0,3281300000.0,6904500000.0,6904500000.0,1650400000.0,15457000000.0,11689000000.0,3768000000.0,1169200000.0,,,2598800000.0,64006300000.0,38279300000.0,4989900000.0,5477300000.0,5477300000.0,3052200000.0,1481900000.0,214300000.0,1267600000.0,1570300000.0,11846300000.0,6906600000.0,4939700000.0,12913600000.0,-11099300000.0,24012900000.0,5084100000.0,10329000000.0,8280000000.0,319800000.0,0.0,25727000000.0,149500000.0,5772800000.0,102400000.0,791700000.0,3248600000.0,1630100000.0,11336200000.0,2245700000.0,9090500000.0,-14800000.0,9105300000.0,2927700000.0,109100000.0,2818600000.0,1088400000.0,1730200000.0,2023-12-31,5540800000.0
