ordinary_shares_number,share_issued,net_debt,total_debt,tangible_book_value,invested_capital,working_capital,net_tangible_assets,capital_lease_obligations,common_stock_equity,total_capitalization,total_equity_gross_minority_interest,minority_interest,stockholders_equity,gains_losses_not_affecting_retained_earnings,other_equity_adjustments,retained_earnings,additional_paid_in_capital,capital_stock,common_stock,preferred_stock,total_liabilities_net_minority_interest,total_non_current_liabilities_net_minority_interest,other_non_current_liabilities,employee_benefits,non_current_pension_and_other_postretirement_benefit_plans,non_current_deferred_liabilities,non_current_deferred_taxes_liabilities,long_term_debt_and_capital_lease_obligation,long_term_capital_lease_obligation,long_term_debt,current_liabilities,other_current_liabilities,current_debt_and_capital_lease_obligation,current_debt,other_current_borrowings,pensionand_other_post_retirement_benefit_plans_current,current_provisions,payables_and_accrued_expenses,current_accrued_expenses,payables,total_tax_payable,accounts_payable,total_assets,total_non_current_assets,other_non_current_assets,non_current_deferred_assets,non_current_deferred_taxes_assets,investments_and_advances,long_term_equity_investment,investmentsin_joint_venturesat_cost,investments_in_other_ventures_under_equity_method,goodwill_and_other_intangible_assets,other_intangible_assets,goodwill,net_ppe,accumulated_depreciation,gross_ppe,other_properties,machinery_furniture_equipment,buildings_and_improvements,land_and_improvements,properties,current_assets,other_current_assets,restricted_cash,inventory,finished_goods,work_in_process,raw_materials,receivables,accounts_receivable,allowance_for_doubtful_accounts_receivable,gross_accounts_receivable,cash_cash_equivalents_and_short_term_investments,cash_and_cash_equivalents,cash_equivalents,cash_financial,date
74600815.0,74600815.0,673300000.0,1586200000.0,2207200000.0,5343200000.0,1651300000.0,2207200000.0,125400000.0,3882400000.0,5147200000.0,3882600000.0,200000.0,3882400000.0,-1803100000.0,-1803100000.0,5654600000.0,30200000.0,700000.0,700000.0,0.0,6221100000.0,2133100000.0,472900000.0,158000000.0,158000000.0,112000000.0,112000000.0,1390200000.0,125400000.0,1264800000.0,4088000000.0,235400000.0,196000000.0,196000000.0,196000000.0,390200000.0,1176800000.0,2089600000.0,359500000.0,1730100000.0,344800000.0,1385300000.0,10103700000.0,4364400000.0,268700000.0,228500000.0,228500000.0,436900000.0,436900000.0,420100000.0,16800000.0,1675200000.0,364400000.0,1310800000.0,1755100000.0,-2443200000.0,4198300000.0,163900000.0,2972600000.0,920700000.0,141100000.0,0.0,5739300000.0,538800000.0,2000000.0,3189700000.0,994900000.0,369800000.0,1825000000.0,1221300000.0,1221300000.0,-38900000.0,1260200000.0,787500000.0,787500000.0,130800000.0,656700000.0,2022-12-31
74846174.0,74846174.0,1427900000.0,2108900000.0,2456200000.0,6119300000.0,2344500000.0,2456200000.0,122300000.0,4132700000.0,5923800000.0,4132900000.0,200000.0,4132700000.0,-1756400000.0,-1756400000.0,5863700000.0,24700000.0,700000.0,700000.0,0.0,6678700000.0,2694400000.0,505600000.0,160100000.0,160100000.0,115300000.0,115300000.0,1913400000.0,122300000.0,1791100000.0,3984300000.0,217900000.0,195500000.0,195500000.0,,,,3570900000.0,2144300000.0,1426600000.0,,1426600000.0,10811600000.0,4482800000.0,287400000.0,232900000.0,232900000.0,456500000.0,456500000.0,,,1676500000.0,354000000.0,1322500000.0,1829500000.0,,1829500000.0,1829500000.0,,,,,6328800000.0,596600000.0,,3642800000.0,1248400000.0,461100000.0,1933300000.0,1530700000.0,1530700000.0,,,558700000.0,558700000.0,,,2023-03-31
74876364.0,74876364.0,1797800000.0,2392100000.0,2470800000.0,6400100000.0,2444500000.0,2470800000.0,130800000.0,4138800000.0,6153000000.0,4139000000.0,200000.0,4138800000.0,-1684800000.0,-1684800000.0,5786800000.0,36100000.0,700000.0,700000.0,0.0,7255000000.0,2952500000.0,530200000.0,161200000.0,161200000.0,116100000.0,116100000.0,2145000000.0,130800000.0,2014200000.0,4302500000.0,218900000.0,247100000.0,247100000.0,,,,3836500000.0,2445400000.0,1391100000.0,,1391100000.0,11394000000.0,4647000000.0,302100000.0,260300000.0,260300000.0,507200000.0,507200000.0,,,1668000000.0,341000000.0,1327000000.0,1909400000.0,,1909400000.0,1909400000.0,,,,,6747000000.0,747200000.0,,3829900000.0,1458000000.0,448800000.0,1923100000.0,1706400000.0,1706400000.0,,,463500000.0,463500000.0,,,2023-06-30
74879816.0,74879816.0,1344800000.0,2153700000.0,2724200000.0,6381000000.0,2556000000.0,2724200000.0,128200000.0,4355500000.0,6275200000.0,4355600000.0,100000.0,4355500000.0,-1736900000.0,-1736900000.0,6045700000.0,46000000.0,700000.0,700000.0,0.0,6995500000.0,2876400000.0,556600000.0,159400000.0,159400000.0,112500000.0,112500000.0,2047900000.0,128200000.0,1919700000.0,4119100000.0,197600000.0,105800000.0,105800000.0,,,,3815700000.0,2507300000.0,1308400000.0,,1308400000.0,11351100000.0,4676000000.0,315200000.0,299600000.0,299600000.0,512200000.0,512200000.0,,,1631300000.0,322800000.0,1308500000.0,1917700000.0,,1917700000.0,1917700000.0,,,,,6675100000.0,624500000.0,,3726000000.0,1464000000.0,432600000.0,1829400000.0,1643900000.0,1643900000.0,,,680700000.0,680700000.0,,,2023-09-30
74879816.0,74879816.0,797200000.0,1526600000.0,3014500000.0,6048900000.0,1997200000.0,3014500000.0,134400000.0,4656700000.0,6033900000.0,4656800000.0,100000.0,4656700000.0,-1708100000.0,-1708100000.0,6360000000.0,4100000.0,700000.0,700000.0,0.0,6764400000.0,2420800000.0,616100000.0,170500000.0,170500000.0,122600000.0,122600000.0,1511600000.0,134400000.0,1377200000.0,4343600000.0,217500000.0,15000000.0,15000000.0,15000000.0,454800000.0,1633500000.0,2022800000.0,414300000.0,1608500000.0,401200000.0,1207300000.0,11421200000.0,5080400000.0,346800000.0,481600000.0,481600000.0,512700000.0,512700000.0,494900000.0,17800000.0,1642200000.0,308800000.0,1333400000.0,2097100000.0,-2665200000.0,4762300000.0,176200000.0,3389600000.0,1042500000.0,154000000.0,0.0,6340800000.0,699300000.0,500000.0,3440700000.0,1460700000.0,255200000.0,1724800000.0,1605300000.0,1605300000.0,-86600000.0,1691900000.0,595000000.0,595000000.0,131200000.0,463800000.0,2023-12-31
