date,open,close,high,low,volume
2021-04-30,8.71984906609427,8.43770980834961,8.71984906609427,8.420076577712397,15390200
2021-05-03,8.53469403310351,8.525876998901367,8.596411590841177,8.446525372759417,3153000
2021-05-04,8.411257757095317,8.5082426071167,8.52587667485075,8.296638839339886,9156900
2021-05-05,8.622862714202231,8.675764083862305,8.746298682849904,8.569962185380904,7395100
2021-05-06,8.728663984949264,8.790382385253906,8.790382385253906,8.614045900466396,6412400
2021-05-07,8.887366849158136,9.046070098876951,9.08133739427684,8.808015224298726,6239900
2021-05-10,9.231223079489208,9.107787132263184,9.29294063268292,9.107787132263184,6067800
2021-05-11,8.975534992322773,9.107787132263184,9.107787132263184,8.940267698949423,13726800
2021-05-12,9.08133942745111,8.896185874938965,9.151874034042516,8.878551802871696,9487600
2021-05-13,8.799198592297191,8.984352111816406,9.019619408827747,8.772748329748358,9864500
2021-05-14,9.054886521216538,9.160688400268556,9.18713865982191,9.028435420824591,5562000
2021-05-17,9.010801974848183,9.11660385131836,9.14305411022626,8.949083582944988,7611800
2021-05-18,9.116604901736991,9.063703536987305,9.160689232221952,9.063703536987305,6031500
2021-05-19,8.913818571216092,9.081338882446287,9.10778914812098,8.834467774192024,6221500
2021-05-20,9.010803013076284,9.063703536987305,9.09015463978148,8.940268420635812,4449700
2021-05-21,9.019618893130762,9.07252025604248,9.090154323959265,9.001985666052615,5595900
2021-05-24,9.037253387500073,9.134238243103027,9.160689346226388,9.001986090840935,4923400
2021-05-25,9.098971471445266,8.975536346435547,9.1783231037165,8.975536346435547,5204400
2021-05-26,8.913817325731225,9.090154647827148,9.1254219440786,8.878550029479776,6858400
2021-05-27,9.240040474305308,9.37229347229004,9.381110506990096,9.213590211043844,6481000
2021-05-28,9.319391888844224,9.328208923339844,9.36347622048364,9.22240703190846,5764800
2021-06-01,9.372295268473591,9.3987455368042,9.44282987791446,9.354661195693938,4116000
2021-06-02,9.398743105754424,9.460460662841797,9.469277696951035,9.337025548667052,5066900
2021-06-03,9.363478024047936,9.354660987854004,9.434012631921684,9.337027756304993,3556100
2021-06-04,9.372291879087474,9.36347484588623,9.372291879087474,9.275307036389494,2693200
2021-06-07,9.469277381896973,9.469277381896973,9.504544676321894,9.425193053656166,2982900
2021-06-08,9.345843209028576,9.37229347229004,9.40756077025156,9.29294184166694,4013100
2021-06-09,9.16950671497485,9.081338882446287,9.16950671497485,9.0725218469418,4437800
2021-06-10,9.116604362850522,9.028435707092283,9.151871656986092,9.028435707092283,4846700
2021-06-11,9.081339089983468,9.09897232055664,9.116606391968618,9.063705018571492,2471100
2021-06-14,9.054886808322928,9.028435707092283,9.107787329106976,8.993168412956715,3137500
2021-06-15,8.931451178617657,9.046070098876951,9.09897062155746,8.931451178617657,3541400
2021-06-16,8.905001956179404,8.993169784545898,9.037254119148518,8.843283551400237,3915400
2021-06-17,9.02843599012158,8.799198150634766,9.063703285362736,8.763930855393612,6338000
2021-06-18,8.578777512692973,8.428892135620117,8.622861842814947,8.428892135620117,6468300
2021-06-21,8.508243043501958,8.59641170501709,8.62286196713616,8.490609815702134,5127700
2021-06-22,8.543510339940276,8.59641170501709,8.631679001455407,8.508243043501958,4183300
2021-06-23,8.69339592367636,8.614045143127441,8.719847024697943,8.60522810945358,2470100
2021-06-24,8.675763870671961,8.72866439819336,8.746298467926309,8.622862502311838,2400700
2021-06-25,8.684580382634476,8.719847679138184,8.755114975641892,8.622861983123983,3229100
2021-06-28,8.649312436984275,8.614045143127441,8.649312436984275,8.51705945439219,7417600
2021-06-29,8.587595199124165,8.53469467163086,8.640496567456193,8.517060601907275,5579500
2021-06-30,8.437708017857762,8.5082426071167,8.517059640983724,8.420074790962342,2835800
2021-07-01,8.596412556380766,8.649313926696777,8.658130121050483,8.561145256449677,2664300
2021-07-02,8.605228519794053,8.552327156066895,8.605228519794053,8.490609599084085,2734900
2021-07-06,8.605229370634467,8.481793403625488,8.649313704626152,8.402441770608199,8711800
2021-07-07,8.42889224106122,8.472975730895996,8.525877095871866,8.393624944690197,4540400
2021-07-08,8.234921665780623,8.252554893493652,8.323089486023102,8.155570038975325,5040000
2021-07-09,8.517060604194207,8.63167953491211,8.63167953491211,8.446526006958377,5399600
2021-07-12,8.464160386683266,8.622862815856934,8.666947150953579,8.40244198121246,3463400
2021-07-13,8.525877845402878,8.455343246459961,8.561145144874336,8.41125891191095,3914800
2021-07-14,8.561144935377511,8.53469467163086,8.6316795325944,8.420075740943734,4179300
2021-07-15,8.349541664123535,8.349541664123535,8.437709495720467,8.28782325708303,4831600
2021-07-16,8.279005871036684,8.08503532409668,8.296639098482872,8.076218289954259,4834800
2021-07-19,7.838165334035963,7.749996662139893,7.873432634626638,7.688279096315905,6366700
2021-07-20,7.670644145538219,7.882247924804687,7.9527833587321854,7.644193883339579,5415300
2021-07-21,8.102668881325897,8.199654579162598,8.252555104492897,8.102668881325897,4206700
2021-07-22,8.22610440112218,8.111485481262207,8.22610440112218,8.085035220014104,3547400
2021-07-23,8.252555740823826,8.182021141052246,8.287823040709618,8.173204946709864,2478600
2021-07-26,8.261372573352492,8.384808540344238,8.393625575309091,8.24373934426152,3935300
2021-07-27,8.31427362248281,8.36717414855957,8.420075515475032,8.252555220941654,4402700
2021-07-28,8.614045236902527,8.56114387512207,8.711030085854974,8.490609286640542,7459100
2021-07-29,8.825650957650444,8.781566619873047,8.86973529542784,8.73748228209565,6816400
