free_cash_flow,repurchase_of_capital_stock,repayment_of_debt,issuance_of_debt,interest_paid_supplemental_data,end_cash_position,beginning_cash_position,changes_in_cash,financing_cash_flow,cash_flow_from_continuing_financing_activities,net_other_financing_charges,cash_dividends_paid,net_preferred_stock_issuance,preferred_stock_payments,net_issuance_payments_of_debt,net_short_term_debt_issuance,short_term_debt_payments,short_term_debt_issuance,net_long_term_debt_issuance,long_term_debt_payments,long_term_debt_issuance,investing_cash_flow,cash_flow_from_continuing_investing_activities,net_other_investing_changes,dividends_received_cfi,net_investment_purchase_and_sale,sale_of_investment,purchase_of_investment,net_investment_properties_purchase_and_sale,sale_of_investment_properties,purchase_of_investment_properties,net_business_purchase_and_sale,sale_of_business,purchase_of_business,operating_cash_flow,cash_flow_from_continuing_operating_activities,dividend_received_cfo,change_in_working_capital,change_in_other_working_capital,change_in_other_current_liabilities,change_in_payables_and_accrued_expense,change_in_accrued_expense,change_in_interest_payable,change_in_payable,change_in_account_payable,change_in_prepaid_assets,change_in_receivables,changes_in_account_receivables,other_non_cash_items,stock_based_compensation,unrealized_gain_loss_on_investment_securities,provisionand_write_offof_assets,depreciation_amortization_depletion,depreciation_and_amortization,depreciation,operating_gains_losses,earnings_losses_from_equity_investments,gain_loss_on_investment_securities,net_income_from_continuing_operations,date,change_in_other_current_assets
369996000.0,0.0,-440000000.0,849557000.0,110836000.0,736812000.0,448886000.0,287926000.0,207512000.0,207512000.0,-30512000.0,-171533000.0,0.0,0.0,409557000.0,-340000000.0,-440000000.0,100000000.0,749557000.0,0.0,749557000.0,-289582000.0,-289582000.0,0.0,500000.0,-2545000.0,-141000.0,,-119599000.0,139539000.0,-259138000.0,-167938000.0,0.0,-167938000.0,369996000.0,369996000.0,6316000.0,4125000.0,-25510000.0,11048000.0,-14055000.0,11889000.0,11889000.0,-25944000.0,-25944000.0,66203000.0,-33561000.0,-11754000.0,6127000.0,7818000.0,,252000.0,198914000.0,198914000.0,198914000.0,-9429000.0,58451000.0,-67880000.0,155723000.0,2022-12-31,
234010000.0,,-730000000.0,1200000000.0,125698000.0,964282000.0,736812000.0,227470000.0,279052000.0,279052000.0,-19678000.0,-171270000.0,,,470000000.0,0.0,0.0,0.0,470000000.0,-730000000.0,1200000000.0,-285592000.0,-285592000.0,,0.0,1110000.0,1843000.0,-733000.0,-225957000.0,0.0,-225957000.0,-60745000.0,,-60745000.0,234010000.0,234010000.0,5996000.0,-126339000.0,-35911000.0,16314000.0,2121000.0,10626000.0,10626000.0,-8505000.0,-8505000.0,-97762000.0,-11101000.0,7518000.0,7387000.0,26262000.0,-259000.0,45000.0,209386000.0,209386000.0,209386000.0,5904000.0,7569000.0,-1665000.0,105628000.0,2023-03-31,
379173000.0,,0.0,747727000.0,147516000.0,1628490000.0,964282000.0,664208000.0,554307000.0,554307000.0,-21365000.0,-172055000.0,,,747727000.0,0.0,0.0,0.0,747727000.0,0.0,747727000.0,-269272000.0,-269272000.0,,7350000.0,189000.0,189000.0,0.0,-223461000.0,0.0,-223461000.0,-42850000.0,,-42850000.0,379173000.0,379173000.0,5441000.0,6687000.0,-11740000.0,-37947000.0,11513000.0,-3312000.0,-3312000.0,14825000.0,14825000.0,73004000.0,-28143000.0,-3797000.0,7553000.0,15262000.0,,219000.0,202854000.0,202854000.0,202854000.0,4714000.0,6668000.0,-1954000.0,136184000.0,2023-06-30,
301189000.0,,-500000000.0,0.0,130802000.0,930388000.0,1628490000.0,-698102000.0,-678577000.0,-678577000.0,-6928000.0,-171649000.0,,,-500000000.0,0.0,0.0,0.0,-500000000.0,-500000000.0,0.0,-320714000.0,-320714000.0,0.0,0.0,-1510000.0,-253000.0,-1257000.0,-273924000.0,517000.0,-274441000.0,-45280000.0,,-45280000.0,301189000.0,301189000.0,10434000.0,-74539000.0,-18212000.0,15661000.0,51928000.0,17334000.0,17334000.0,34594000.0,34594000.0,-51863000.0,-46413000.0,-17188000.0,7601000.0,5175000.0,,38000.0,208008000.0,208008000.0,208008000.0,248015000.0,247556000.0,459000.0,-103543000.0,2023-09-30,
387148000.0,,0.0,600000000.0,149973000.0,1612567000.0,930388000.0,682179000.0,613134000.0,613134000.0,185969000.0,-172835000.0,,,600000000.0,0.0,0.0,0.0,600000000.0,0.0,600000000.0,-318103000.0,-318103000.0,-1677000.0,25437000.0,-480000.0,-283000.0,-197000.0,-297608000.0,0.0,-297608000.0,-43775000.0,,-43775000.0,387148000.0,387148000.0,2766000.0,31292000.0,-11803000.0,13118000.0,6044000.0,5262000.0,5262000.0,782000.0,782000.0,69285000.0,-45352000.0,-18003000.0,7982000.0,4779000.0,,71000.0,212505000.0,212505000.0,212505000.0,-25163000.0,-22250000.0,-2913000.0,153155000.0,2023-12-31,0.0
